Categories,ProductName,Price,Ingredients,NutritionalFacts,Illness,,,,,,,,,,,,,,,,,,,,
JunkFoods,PringlesSourCream&Onion 149-g,113,"Dried Potatoes, Vegetable Oil (Corn, Cottonseed, High Oleic Soybean, and/or Sunflower Oil), Degerminated Yellow Corn Flour, Cornstarch, Rice Flour, Maltodextrin, Mono- And Diglycerides, Contains 20/0 Or Less Of Salt, Whey, Sour Cream (Cream, Nonfat Milk, Cultures , Monosodium Glutamate, Onion Powder, Coconut O L, Dextrose, Sugar, Natural Flavors, Nonfat Milk, Citric Acid, Sodium Caseinate, Lactic Acid, Yeast Extract, Disodium Inosinate, Disodium Guanylate, Buttermilk, Malic Acid, Invert Sugar, Cultured Nonfat Milk, Cream, Wheat Starch, Contains Milk And Wheat Ingredients","Calories(515), TotalFat(27.3g), SatFat(12.1g), TransFat(0.1g), Carbohydrate(61.7g), Cholesterol(0g), Sodium(0.16g), TCarbs(21g), DietFbr(3.0g),  Tsugar(2.3g), Protein(5.6g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
JunkFoods,TostasChz&BBQ 100-g,28,"Corn Meal, Vegetable Oil (Palm Oil), Cheese Flavoring (Whey, Cheddar Cheese, Buttermilk, Salt, Natural Flavor, Artificial Flavor, Color (Yellow 5, Yellow 6)), BBQ Seasoning (Sugar, Salt, Spices (including Paprika), Dextrose, Monosodium Glutamate, Tomato Powder, Onion Powder, Garlic Powder, Smoke Flavor, Natural Flavor), Salt, Dextrose, Disodium Inosinate and Disodium Guanylate, Color (Red 40, Yellow 6)","Calories(245), TotalFat(14.7g), SatFat(2.5g), TransFat(0g), Cholesterol(0g), Sodium(0.32g), TCarbs(29g), DietFbr(2g),  Tsugar(3g), Protein(3g), VitA(0%), VitC(0%),  Calcium(0%), Iron(0%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
JunkFoods,TostasChz&BBQ 49-g,16,"Corn, Vegetable Oil (Palm Oil), Cheese Powder (Milk Solids, Cheese Solids, Whey, Buttermilk Solids, Salt, Lactic Acid, Natural Flavor, Artificial Flavor, and Color [Yellow 5, Yellow 6]), BBQ Seasoning (Sugar, Salt, Tomato Powder, Maltodextrin, Onion Powder, Garlic Powder, Natural Smoke Flavor, Spices, Citric Acid, Artificial Flavor, Color [Red 40]), Salt, Monosodium Glutamate (MSG), Artificial Flavor","Calories(120), TotalFat(7), SatFat(2.5g), TransFat(1), Cholesterol(0g), Sodium(0.17g), TCarbs(14), DietFbr(1g),  Tsugar(1g), Protein(2g), VitA(0%), VitC(0%),  Calcium(0%), Iron(0%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
JunkFoods,WLFMuncherPotatoChipsChili 100-g,32,"Dried Potato Flakes, Vegetable Oil (May Consist of Coconut Oil, Palm Oil, and/or Palm Olein), Starch, Sugar, Dextrose, Salt, MSG., Garlic Powder, Onion Powder, Tomato Powder, Vinegar Powder, Chili Powder, Artificial Beef Flavor, & Aspartame","Calories(290), TotalFat(12g), SatFat(6g), TransFat(0g), Cholesterol(0g), Sodium(0.21g), Potassium(0.46g), TCarbs(43g), DietFbr(5g),  Tsugar(3g), Protein(3g), VitA(2%), VitC(2%),  Calcium(2%), Iron(10%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
JunkFoods,WLFMuncherPotatoChipsChz 100-g,32,"Dried Potato Flakes, Vegetable Oil (May Consist of Coconut Oil, Palm Oil, and/or Palm Olein), Starch, Cheese Powder, Milk Powder, Sugar, Salt, MSG,. Citric Acid, Silicon Dioxide, Aspartame, & Food Color (Sunset Yellow)","Calories(330), TotalFat(13g), SatFat(12g), TransFat(0g), Cholesterol(0g), Sodium(0.321g), TCarbs(40g), DietFbr(12g),  Tsugar(5g), Protein(14g), VitA(5%), VitC(24%),  Calcium(4%), Iron(17%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
JunkFoods,XsaktoCornerChipsSpxyPzza 120-g,23,"Corn, Palm Oil, Pizza Flavor, (Sugar, Iodized Salt, MSG,. Milk Powder, Yeast Extract, Modified Starch, black Pepper Chili Powder, FD&C Yellow #5 Sunset yellow #6","Calories(170), TotalFat(10g), SatFat(4.5g), TransFat(0g), Cholesterol(0g), Sodium(0.135g), TCarbs(17g), DietFbr(4g),  Tsugar(2g), Protein(2g), VitA(3%), VitC(2%),  Calcium(3%), Iron(3%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
JunkFoods,WLFTwisterNachoChzCurls 85-g,19,"Corn, Coconut Oil, Sugar, Iodized Salt, Maltodextrin, Milk Powders, Cheese Solids & Flavors, Food Acid, MSG,. Spices, Chili Powder & Food Color (Yellow #5 & Sunset Yellow #6)","Calories(180), TotalFat(12g), SatFat(10g), TransFat(0g), Cholesterol(0g), Sodium(0.31g), TCarbs(14g), DietFbr(1g),  Tsugar(2g), Protein(2g), VitA(33%), VitC(0%),  Calcium(0%), Iron(33%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
JunkFoods,WLFMuncherGreenChz 100-g,24,"Green Peas, Modified Starch, What Flour, Coconut Oil Sugar, Iodized Salt, MSG,. Beef Flavor, Chili Powder, & Food Color (FD&C Yellow #5 & Brilliant Blue #1)","Calories(330), TotalFat(13g), SatFat(12g), TransFat(0g), Cholesterol(0g), Sodium(0.329g), TCarbs(40g), DietFbr(12g),  Tsugar(5g), Protein(14g), VitA(5%), VitC(24%),  Calcium(4%), Iron(17%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
JunkFoods,Q-tTigerPrawnCraker 60-g,17,"Wheat Flour, Cassava Starch, Vegerable Oil, Coconut Oil, Palm Oil & Palm Kernel Oil, Modified Starch, Shrimp Powder, Sugar, Modified Salt, MSG,. Chili Powder Leavening Agent, Isodium Bicarbonate(E500/& Food Color (Sunset Yellow #6 E110)","Calories(150), TotalFat(6g), SatFat(3g), TransFat(0g), Cholesterol(0g), Sodium(0.34g), TCarbs(21g), DietFbr(0.5g),  Tsugar(3g), Protein(2g), VitA(1%), VitC(0%),  Calcium(17%), Iron(18%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
JunkFoods,Q-tTigerShrimpCraker  60-g,17,"Wheat Flour, Tapioca Starch, Vegetable Oil, Corn Starch, Sugar, Iodized Salt, MSG,. Shrimp Powder, Garlic Powder, Chili Powder, & Balck Pepper","Calories(300), TotalFat(12g), SatFat(6g), TransFat(0g), Cholesterol(0g), Sodium(0.7g), Potassium(0.46g), TCarbs(42g), DietFbr(0g),  Tsugar(6g), Protein(4g), VitA(4%), VitC(0%),  Calcium(34%), Iron(36%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
JunkFoods,WLFMuncherGreenPeasUSNo.1 70-g,17,"U.S. Green Peas, Yellow Corn, Rice, Modified Starch, Coconut Oil Srtificial Food Color, (Green) & Cheese Flavor (Cheese, Sugar Iodized Salt, MSG,. Skim Milk, Whey Powder $ FD&C Artificial Food Color Yellow #5 w/Tartrazine","Calories(330), TotalFat(13g), SatFat(12g), TransFat(0g), Cholesterol(0g), Sodium(0.329g), Potassium(0g), TCarbs(40g), DietFbr(12g),  Tsugar(5g), Protein(14g), VitA(5%), VitC(24%),  Calcium(4%), Iron(17%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
JunkFoods,WLFMuncherGreenPeasUSNo.1 100-g,24,"U.S. Green Peas, Yellow Corn, Rice, Modified Starch, Coconut Oil Srtificial Food Color, (Green) & Cheese Flavor (Cheese, Sugar Iodized Salt, MSG,. Skim Milk, Whey Powder $ FD&C Artificial Food Color Yellow #5 w/Tartrazine","Calories(330), TotalFat(13g), SatFat(12g), TransFat(0g), Cholesterol(0g), Sodium(0.329g), Potassium(0g), TCarbs(40g), DietFbr(12g),  Tsugar(5g), Protein(14g), VitA(5%), VitC(24%),  Calcium(4%), Iron(17%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
JunkFoods,WLFMuncherGreenPeasUSNo.1 200-g,44,"U.S. Green Peas, Yellow Corn, Rice, Modified Starch, Coconut Oil Srtificial Food Color, (Green) & Cheese Flavor (Cheese, Sugar Iodized Salt, MSG,. Skim Milk, Whey Powder $ FD&C Artificial Food Color Yellow #5 w/Tartrazine","Calories(330), TotalFat(13g), SatFat(12g), TransFat(0g), Cholesterol(0g), Sodium(0.329g), Potassium(0g), TCarbs(40g), DietFbr(12g),  Tsugar(5g), Protein(14g), VitA(5%), VitC(24%),  Calcium(4%), Iron(17%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
JunkFoods,WLFCheezZumCheedarPurifiedSnack 60-g,17,"Corn, Rice, Partially Hydrogenated Vegetable Oil (May contain One or More of the Folowing : Palm Oil, Palm Kernel Oil & Coconut Oil), Sugar, Cheese Powder (Whey Powder, Buttermilk & Cheese Flavor), Iodized Salt, Modified Starch, Monosodium Glutamate, Food Color (Yellow #6 & Tartrazine Yellow #5)","Calories(180), TotalFat(12g), SatFat(10g), TransFat(0g), Cholesterol(0g), Sodium(0.31g), TCarbs(14g), DietFbr(1g),  Tsugar(2g), Protein(2g), VitA(33%), VitC(0%),  Calcium(0%), Iron(33%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
JunkFoods,WLFCheezZumCheedarPurifiedSnack 88-g,26,"Corn, Rice, Partially Hydrogenated Vegetable Oil (May contain One or More of the Folowing : Palm Oil, Palm Kernel Oil & Coconut Oil), Sugar, Cheese Powder (Whey Powder, Buttermilk & Cheese Flavor), Iodized Salt, Modified Starch, Monosodium Glutamate, Food Color (Yellow #6 & Tartrazine Yellow #5)","Calories(180), TotalFat(12g), SatFat(10g), TransFat(0g), Cholesterol(0g), Sodium(0.31g), TCarbs(14g), DietFbr(1g),  Tsugar(2g), Protein(2g), VitA(33%), VitC(0%),  Calcium(0%), Iron(33%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
JunkFoods,Pic-AUltimateCheddar 180-g,57,"Nova Chips (Corn Wheat, Vegetable Oil [Palm Olein and/or Palm Antioxidant (TBHQ], Rice Flour Oat Flour, Cheese [Whey, Cheddar Cheese (Cultured Pasteurized Milk, Enxymes), Butter (Cream), Dry Buttermilk, Natural Flavor, Acidity Regulator (Phosphate), Artificial Color (FD & C Yellow #6), Color (Turmeric, Annatoo), Anticaking Agent (Silicon Dioxide), Sugar Flavor Enhancer (Monosodium Glutamate), Seasoning [Natural and Artificial Flavors, Lactose Matodextrin, Flavor Enhancers (Disodium Inosinate, Disodium Guanylate), Iodized Salt and Spices}. Piattos Crisps {Dehydrated Potatoes, Potato Starch, Vegetable Oil ([Palm Olein and/or Palm, Antioxidant (TBHQ)], Cheese [Whey, Cheddar Cheese (Cultured Pasteurized Milk and Enzymes), Butter (cream), Dry ButterMilk, Natural Flavor, Acidity Regulator (phosphate), Artificial Color (FD&C Yellow #6), Color (Turmeric, Annotto), Anticaking Agent Silicon Dioxide)], Sugar, Flavor Enhancer (Monosodium Glutamate), Iodized Salt, Stabilizer (Potassium Chloride), Seasoning [Natural and Artificial Flavors, Lactose, Maltodextrin, Flavor Enhancers (Disodium Inosinate Disodium Guanylate)], Spices, Emulsifier (Mono- and Diglycerides) and Acidity Reulator (Citric Acid)], and Tostillas Chips (Corn, Vegetable Oil [Palm Olein and/or Palm, Antioxidant (TBGQ)], Cheese Whey, Cheddar Cheese (Cultured Pasteurized Milk, Enzymes), Butter (Cream), Dry Buttermilk, Natural Flavor Acidity Regulator (Phosphate), Artificial  Dioxide)], Flavor Enhancer (Monosodium Glutamate), Seasoning [Natural and Artifical Flavors Lactose, Maltodextrin, Flavor Enhancers (Disodium Inosinate, Disodium Guanylate)], Iodized Salt and Spices] ","Calories(150), TotalFat(8g), SatFat(4g), TransFat(0g), Cholesterol(0g), Sodium(0.16g), TCarbs(19g), DietFbr(2g),  Tsugar(3g), Protein(2g), VitA(33%), VitC(0%),  Calcium(1%), Iron(35%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
JunkFoods,Pic-ABBQOverload 180-g,57,"Nova Chips (Corn Wheat, Vegetable Oil [Palm Olein and/or Palm Antioxidant (TBHQ], Rice Flour Oat flour, Sugar, Seasoning [Natural and Artificial Flavors, Maltodextrin, Sweetener (Steviol Glycosides), Flavor Enhancers (Disodium Guanylate, Dosodium Inosinate), Hydrolyzed Vegetable Protein, Lactose Anticaking Agent (Silicon Dioxide), Acidity Regulator (Citric Acid), Colors (Caramel, Paprika Extract, Beetroot), Emulsifier (Sodium Octenyl Succinated Starch), Antioxidant (Ascorbic Acid), Vitamins (B1,B2)], Spices, Dextrose, Iodized Salt and Flavor Enhancer (Monosodium Glutamate)},  Piattos Crisps {Dehydrated Potatoes, Potato Starch, Vegetable Oil ([Palm Olein and/or Palm, Antioxidant (TBHQ)], Seasoning [Natural and Artificial Flavors, Maltodextrin, Sweetener, (Steviol Glycosides), Flavor Enhancers (Disodium Inosinate Disodium Guanylate)], Hydrolized Vegetable Protein, Lactose, Anticaking Agent, (Silicon Dioxide), Colors (Caramel, Paprika Exxtract, Beetroot), Emulsifier (Sodium Octenyl, Succinated Starch), Antioxidant (Ascorbic Acid), Vitamins (B1,B2)], Spices, Sugar Dextrose, Iodized Salt, Flavor Enhancer, (Monosodium Glutamate), Stabilizer (Potassium Chloride), Emulsifier (Mono- and Digkycerides) and Acidity regulator (Citric Acid)},  Tostillas Chips (Corn, Vegetable Oil [Palm Olein and/or Palm, Antioxidant (TBGQ)], Seasoning [Natural and Artifical Flavors, Maltodextrin, Sweetener (Steviol Glycosides), Flavor Enhancers (Disodium Inosinate, Disodium Guanylate), Hydrolyzed Vegetable Protein, Lactose, Anticaking Agent (Silicon Dioxide), Acidity Regulator (Citric Acid), Colors (Caramel, Paprika Extract, Beetroot), Emulsifier 9sodium Octenly Succinated Starch), Antioxidant (Ascorbic Acid), Vitamins (B1,B2), Spices Dextrosem Iodized Salt, Sugar and Flavor Enhancer (Monosodium Glutamate)}","Calories(140), TotalFat(6g), SatFat(3g), TransFat(0g), Cholesterol(0g), Sodium(0.18g), TCarbs(21g), DietFbr(2g),  Tsugar(3g), Protein(2g), VitA(0%), VitC(0%),  Calcium(2%), Iron(5%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
JunkFoods,PiattosCheddar&Scream 85-g,39,"Potatoes, Potato Starch, Vegetable Oil, Seasoning, Green Bits (Acacia Gum), Emulsifier (Glycerol), Brilliant Blue, Allura Red, Monosodium Glutamate, Natural and Artificial Flavours, Silicon Dioxide, Alpha-Tocopherol, Ascorbyl Palmitate, Flour, Hydrolyzed Vegetable Protein, Sugar, Spice, Potassium Chloride, Iodized Salt, Emulfisier, Citric Acid, Antioxidant (TBHQ)","Calories(140), TotalFat(6g), SatFat(3g), TransFat(0g), Cholesterol(0g), Sodium(0.16g), TCarbs(21g), DietFbr(1g), Tsugar(1g), Protein(1g), VitA(0%), VitC(0%),Calcium(2%), Iron(2%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
JunkFoods,PiattosRoastBeef 85-g,39,"Potatoes, Potato Starch, Vegetable Oil, Roasted Beef Flavor, Pasteurized Milk, Soy Sauce Powder, Iodized Salt, Spices, Citric Acid.","Calories(187), TotalFat(9.3g), SatFat(4g), TransFat(0g), Cholesterol(0g), Sodium(0.213g), TCarbs(27g), DietFbr(1g), Tsugar(4g), Protein(1g), VitA(0%), VitC(0%),Calcium(2%), Iron(3%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
JunkFoods,PiattosSCream&Onion 85-g,38,"Potatoes, Potato Starch, Vegetable Oil, Seasoning, Green Bits (Acacia Gum), Emulsifier (Glycerol), Brilliant Blue, Allura Red, Monosodium Glutamate, Natural and Artificial Flavours, Silicon Dioxide, Alpha-Tocopherol, Ascorbyl Palmitate, Flour, Hydrolyzed Vegetable Protein, Sugar, Spice, Potassium Chloride, Iodized Salt, Emulfisier, Citric Acid, Antioxidant (TBHQ)","Calories(140), TotalFat(6g), SatFat(3g), TransFat(0g), Cholesterol(0g), Sodium(0.16g), TCarbs(21g), DietFbr(1g), Tsugar(1g), Protein(1g), VitA(0%), VitC(0%),Calcium(2%), Iron(2%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
JunkFoods,PiattosCheese 85-g,39,"Potatoes, Potato Starch, Vegetable Oil (Palm Olein, Palm, Corn, Coconut Oil), Cheese Powder (Whey, Cheddar Cheese (Cultured Pasteurized Milk, Salt and Enzymes), Butter or Soybean, Oil, Dry Buttermilk, Natural Flavors (Cheese), Disodium Phosphate and Artificial Colors [Contain FD&C Yellow 5 (Tartrazine) and FD&C Yellow 6), Sugar, Monosodium Glutamate, Iodized Salt, Mono-and Diglycerides, Onion Powder, Garlic Powder, Citric Acid, Antioxidant (Butylated Hydroxyanisole, Butylated Hydroxytoluene, Propyl Gallate)","Calories(150), TotalFat(6g), SatFat(3g), TransFat(0g), Cholesterol(0g), Sodium(0.12g), TCarbs(21g), DietFbr(0.5g), Tsugar(2g), Protein(1g), VitA(0%), VitC(0%),Calcium(0%), Iron(35%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
JunkFoods,RollerCoasterBBQ 85-g,27,"Potato, Potato Starch, Vegetable Oil (Palm Olein), Sugar, Salt, Monosodium Glutamate(E621), Disodium 5?-ribonucleotides(E635), Flavoring Substances, Milk Solids, Honey Powder, Silicon Dioxide(E551), Sucralose(E955), Maltodextrin","Calories(100), TotalFat(6g), SatFat(3g), TransFat(0g), Cholesterol(0g), Sodium(0.115g), TCarbs(10g), DietFbr(1g), Tsugar(2g), Protein(1g), VitA(0%), VitC(0%),Calcium(0%), Iron(0%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
JunkFoods,MrChipsNachoCheese 26-g,8,"Corn, Palm Oil, Maize Oil, Coconut Oil, Cheese Powder, Skimmed Milk Powder, Spice, Salt, Flavour Enhancer (E621), Hydrolysed Soy Protein, Iron, Sugar, Antioxidants (E320, E321, E310), Vitamin A Palmitate, Flavour Enhancers (E364, E631, E627)","Calories(170), TotalFat(11g), SatFat(5g), TransFat(0g), Cholesterol(0g), Sodium(0.21g), TCarbs(16g), DietFbr(1g), Tsugar(0g), Protein(2g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
JunkFoods,MrChipsNachoCheese 100-g,25,"Corn, Palm Oil, Maize Oil, Coconut Oil, Cheese Powder, Skimmed Milk Powder, Spice, Salt, Flavour Enhancer (E621), Hydrolysed Soy Protein, Iron, Sugar, Antioxidants (E320, E321, E310), Vitamin A Palmitate, Flavour Enhancers (E364, E631, E627)","Calories(170), TotalFat(11g), SatFat(5g), TransFat(0g), Cholesterol(0g), Sodium(0.21g), TCarbs(16g), DietFbr(1g), Tsugar(0g), Protein(2g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
JunkFoods,MrChipsMnmsMais 100-g,20,"Corn, Palm Oil, Maize Oil, Coconut Oil, Cheese Powder, Skimmed Milk Powder, Spice, Salt, Flavour Enhancer (E621), Hydrolysed Soy Protein, Iron, Sugar, Antioxidants (E320, E321, E310), Vitamin A Palmitate, Flavour Enhancers (E364, E631, E627)","Calories(160), TotalFat(9g), SatFat(4g), TransFat(0g), Cholesterol(0g), Sodium(0.21g), TCarbs(18g), DietFbr(2g), Tsugar(2g), Protein(2g), VitA(0%), VitC(0%), Calcium(0%), Iron(2%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
JunkFoods,MangJuanChikNSkin 70-g,22,"Vegetable Oil, Dehydrated Green Peas, Potatoes, Chicken Fat, Seasoning, Iodized Salt, Hydrolized Soy Protein, Leavening Agent, Caramel Color","Calories(150), TotalFat(8g), SatFat(4g), TransFat(0g), Cholesterol(0g), Sodium(0.26g), TCarbs(19g), DietFbr(2g), Tsugar(2g), Protein(2g), VitA(0%), VitC(0%), Calcium(0%), Iron(35%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
JunkFoods,VCutBBQ 25-g,20,"Potatoes, Vegetable Oil (Palm Oil, Corn Oil, Coconut Oil), Barbecue Flavor (Natural and Artificial Flavor, Flavor Enhancer, Salt, Sugar, Hydrolyzed Soy and Corn Protein, Acidity Regulator, Rusk Powder, Maltodextrin, Silicon Dioxide, Caramel Color, Vegetable Oil (Sunflower, Palm), Riboflavin , Lactoflavin), Dextrose Powder, Iodized Salt, Cayenne, Antioxidant.","Calories(180), TotalFat(13g), SatFat(6g), TransFat(0g), Cholesterol(0g), Sodium(0.21g), TCarbs(14g), DietFbr(1g), Tsugar(1g), Protein(2g), VitA(0%), VitC(0%), Calcium(2%), Iron(0%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
JunkFoods,VCutBBQ 60-g,40,"Potatoes, Vegetable Oil (Palm Oil, Corn Oil, Coconut Oil), Barbecue Flavor (Natural and Artificial Flavor, Flavor Enhancer, Salt, Sugar, Hydrolyzed Soy and Corn Protein, Acidity Regulator, Rusk Powder, Maltodextrin, Silicon Dioxide, Caramel Color, Vegetable Oil (Sunflower, Palm), Riboflavin , Lactoflavin), Dextrose Powder, Iodized Salt, Cayenne, Antioxidant.","Calories(180), TotalFat(13g), SatFat(6g), TransFat(0g), Cholesterol(0g), Sodium(0.21g), TCarbs(14g), DietFbr(1g), Tsugar(1g), Protein(2g), VitA(0%), VitC(0%), Calcium(2%), Iron(0%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
JunkFoods,CalbeeHoneyButter 60-g,44,"Potato, Palm Oil, Sugar, Salt, Butter Powder (Milk), Whey Powder, Soybean, Parsley, Yeast, Cheese Powder, Honey Powder","Calories(150), TotalFat(8g), SatFat(4g), TransFat(0g), Cholesterol(0g), Sodium(0.21g), TCarbs(14g), DietFbr(1g), Tsugar(1g), Protein(2g), VitA(0%), VitC(0%), Calcium(2%), Iron(6%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
JunkFoods,MangJuanKrpkSpicyPusit 90-g,24,"Wheat Flour, Tapioca Starch, Vegetable Oil(Palm Oil), Antioxidants, Seasoning(Natural Flavor, Artificial Flavor, Vegetable Powder, Spices, Prawn Powder, Flavor Enhancer), Maltodextrin, Dextrose, Sugar, Iodized Salt, Fish Sauce, Monosodium Glutamate, Fish Powder, Stabilizer, Silicone Dioxide","Calories(170), TotalFat(11g), SatFat(5g), TransFat(0g), Cholesterol(0g), Sodium(0.17g), TCarbs(17g), DietFbr(1g), Tsugar(1g), Protein(1g), VitA(0%), VitC(0%), Calcium(0%), Iron(23%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
JunkFoods,VCutCheese 60-g,40,"Potato, Palm Oil, Maize Oil, Coconut Oil, Seasoning (Maltodextrin, Corn Syrup, Soybean Oil, Butter (Milk), Butter Milk, Rusk (Contains Wheat (Gluten)), Sodium Caseinate, Whey (Milk)), Cheddar Cheese Powder, Salt, Flavouring, Sugar, Skimmed Milk Powder, Whey Powder (Milk), Paprika, Ferrous Sulphate, Acidity Regulators (Citric Acid, Acetic Acid), Flavour Enhancers (Monosodium Glutamate, Disodium Inosinate, Disodium Guanylate), Emulsifier (Guar Gum), Polysorbate, Mono-And-Diglycerides Of Fatty Acids, Antioxidants (BHA, BHT), Propyl Gallate, Sodium Orthophosphate, Anti-caking Agent (Silicon Dioxide), Colours (Sunset Yellow, Tartrazine), Annato, Turmeric","Calories(170), TotalFat(12g), SatFat(6g), TransFat(0g), Cholesterol(0g), Sodium(0.07g), TCarbs(15g), DietFbr(2g), Tsugar(1g), Protein(2g), VitA(0%), VitC(0%), Calcium(1%), Iron(21%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
JunkFoods,ChippyBBQ 110-g,27,"Maize, Vegetable Oil (Palm Oil, Maize Oil, Coconut Oil), Barbecue Flavouring (Yeast, Flavour Enhancer Monosodium Glutamate, Salt, Sugar, Spices, Soya and Corn Protein, Acidity Regulator Tricalcium Phosphate, Rusk Powder (Gluten), Stabilisers (Maltodextrin, Mustard Seed, Anticaking Agent Silicon Dioxide, Colours (Caramel), Natural and Artificial Flavours), Salt, Flavour Enhancer (Monosodium Glutamate), Onion Powder, Garlic Powder, Pepper, Ferrous Sulphate, Antioxidants BHA, BHT, Propyl Gallate","Calories(170), TotalFat(7g), SatFat(6g), TransFat(0g), Cholesterol(0g), Sodium(0.18g), TCarbs(16g), DietFbr(1g), Tsugar(0g), Protein(2g), VitA(0%), VitC(0%), Calcium(0%), Iron(35%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
JunkFoods,RollerCoasterCheese 85-g,27,"Potatoes , Potato Starch , Palm Olein Oil , Cheese , Powder (Whey , Cheddar Cheese (Bacterial Culture , Milk and Microbial Enzymes) , Butter, Soybean Oil , Dried Buttermilk , Flavours , Disodium Phosphate, Tartrazine ( Fd&c Yellow 5 ) , Sunset Yellow Fcf ( Fd&c Yellow 6 ) , Salt , Monosodium Glutamate , Artificial Flavour (Lactose) , Spices , Glycerol Monostearate , BHA , BHT , Propyl Gallate","Calories(160), TotalFat(7g), SatFat(4.5g), TransFat(0g), Cholesterol(0g), Sodium(0.15g), TCarbs(17g), DietFbr(1g), Tsugar(1g), Protein(1g), VitA(0%), VitC(0%), Calcium(2%), Iron(0%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
JunkFoods,NovaSweetChili 78-g,39,"Corn, Wheat, Vegetable Oil (Palm), Antioxidants(TBHQ), Rice Flour, Oat Flour, Sugar, Maltodextrin, Seasoning (Vegetable Powder, Flour), Ammonium Chloride, Silicone Dioxide, Disodium Inosate, Disodium Guanylate, Color (Paprika Extract), Steviol Glycosides, Potassium Chloride, Monosodium Glutamate, Dextrose, Iodized Salt, Natural Flavor, Yeast Extract, Hydrolyzed Vegetable Protein, Spices","Calories(140), TotalFat(4.5g), SatFat(2g), TransFat(0g), Cholesterol(0g), Sodium(0.095g), TCarbs(22g), DietFbr(1g), Tsugar(3g), Protein(2g), VitA(0%), VitC(0%), Calcium(2%), Iron(7%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
JunkFoods,ChippyBBQ 27-g,10,"Maize, Vegetable Oil (Palm Oil, Maize Oil, Coconut Oil), Barbecue Flavouring (Yeast, Flavour Enhancer Monosodium Glutamate, Salt, Sugar, Spices, Soya and Corn Protein, Acidity Regulator Tricalcium Phosphate, Rusk Powder (Gluten), Stabilisers (Maltodextrin, Mustard Seed, Anticaking Agent Silicon Dioxide, Colours (Caramel), Natural and Artificial Flavours), Salt, Flavour Enhancer (Monosodium Glutamate), Onion Powder, Garlic Powder, Pepper, Ferrous Sulphate, Antioxidants BHA, BHT, Propyl Gallate","Calories(170), TotalFat(7g), SatFat(6g), TransFat(0g), Cholesterol(0g), Sodium(0.18g), TCarbs(16g), DietFbr(1g), Tsugar(0g), Protein(2g), VitA(0%), VitC(0%), Calcium(0%), Iron(35%)","Hypertension, Diabetes, Skin Diseases",,,,,,,,,,,,,,,,,,,,
